provider,name,source
gibs,MODIS Aqua Cloud Effective Radius 16 PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius 16 PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Effective Radius 37 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius 37 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Effective Radius 37 PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius 37 PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Effective Radius tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Effective Radius PCL 1621 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius PCL 1621 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Effective Radius PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Effective Radius PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Fraction Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Fraction Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Fraction Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Fraction Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Multi Layer Flag tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Multi Layer Flag tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness 1621 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness 1621 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness 16 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness 16 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness 16 PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness 16 PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness PCL 1621 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness PCL 1621 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Optical Thickness PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Optical Thickness PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Phase Infrared Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Phase Infrared Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Phase Infrared Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Phase Infrared Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Phase Optical Properties tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Phase Optical Properties tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Height Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Height Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Height Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Height Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Pressure Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Pressure Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Pressure Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Pressure Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Temp Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Temp Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Top Temp Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Top Temp Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Water Path tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Water Path tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Cloud Water Path PCL tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Cloud Water Path PCL tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua CorrectedReflectance Bands721 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua CorrectedReflectance Bands721 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua CorrectedReflectance TrueColor tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua CorrectedReflectance TrueColor tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Data No Data tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Data No Data tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Ice Surface Temp Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Ice Surface Temp Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua Ice Surface Temp Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua Ice Surface Temp Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L2 Chlorophyll A tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L2 Chlorophyll A tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L2 Photosynthetically Available Radiation tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L2 Photosynthetically Available Radiation tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L2 Sea Surface Temp Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L2 Sea Surface Temp Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L2 Sea Surface Temp Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L2 Sea Surface Temp Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L2G SurfaceReflectance Bands143 Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L2G SurfaceReflectance Bands143 Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 EVI 16Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 EVI 16Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 EVI Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 EVI Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Ice Surface Temp Daily Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Ice Surface Temp Daily Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Ice Surface Temp Daily Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Ice Surface Temp Daily Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp 8Day Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp 8Day Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp 8Day Day TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp 8Day Day TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp 8Day Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp 8Day Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp 8Day Night TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp 8Day Night TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Daily Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Daily Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Daily Day TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Daily Day TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Daily Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Daily Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Daily Night TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Daily Night TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Monthly CMG Day TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Monthly CMG Day TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Monthly CMG Night TES tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Monthly CMG Night TES tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Monthly Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Monthly Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Land Surface Temp Monthly Night tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Land Surface Temp Monthly Night tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 NDSI Snow Cover Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 NDSI Snow Cover Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 NDVI 16Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 NDVI 16Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 NDVI Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 NDVI Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Sea Ice Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Sea Ice Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Snow Cover Monthly Average Pct tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Snow Cover Monthly Average Pct tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 Snow Extent 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 Snow Extent 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 4km Night 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 4km Night 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 4km Night Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 4km Night Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 4km Night Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 4km Night Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 4km Night Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 4km Night Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 9km Night 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 9km Night 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 9km Night Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 9km Night Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 9km Night Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 9km Night Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST MidIR 9km Night Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST MidIR 9km Night Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Day 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Day 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Day Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Day Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Day Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Day Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Day Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Day Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Night 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Night 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Night Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Night Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Night Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Night Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 4km Night Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 4km Night Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Day 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Day 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Day Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Day Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Day Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Day Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Day Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Day Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Night 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Night 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Night Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Night Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Night Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Night Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SST Thermal 9km Night Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SST Thermal 9km Night Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SurfaceReflectance Bands121 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SurfaceReflectance Bands121 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SurfaceReflectance Bands143 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SurfaceReflectance Bands143 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,MODIS Aqua L3 SurfaceReflectance Bands721 8Day tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>MODIS Aqua L3 SurfaceReflectance Bands721 8Day tileset</TiledGroupName></Service></GDAL_WMS>"
